content,cleaning,case_folding,tokenization,normalization,stopword_removed,stemming,polarity_score,polarity,final,new_polarity
"Tenang nanti pasti di izinin kok asal konsultasi sama dokter, suaminya manager gw dari kecil udah suntik insulin tiap hari kemarin dapet vaksin astrazeneca.. baik baik alhamdulillah..",Tenang nanti pasti di izinin kok asal konsultasi sama dokter suaminya manager gw dari kecil udah suntik insulin tiap hari kemarin dapet vaksin astrazeneca baik baik alhamdulillah ,tenang nanti pasti di izinin kok asal konsultasi sama dokter suaminya manager gw dari kecil udah suntik insulin tiap hari kemarin dapet vaksin astrazeneca baik baik alhamdulillah ,"['tenang', 'nanti', 'pasti', 'di', 'izinin', 'kok', 'asal', 'konsultasi', 'sama', 'dokter', 'suaminya', 'manager', 'gw', 'dari', 'kecil', 'udah', 'suntik', 'insulin', 'tiap', 'hari', 'kemarin', 'dapet', 'vaksin', 'astrazeneca', 'baik', 'baik', 'alhamdulillah']","['tenang', 'nanti', 'pasti', 'di', 'izinin', 'kok', 'asal', 'konsultasi', 'sama', 'dokter', 'suaminya', 'manajer', 'gue', 'dari', 'kecil', 'sudah', 'suntik', 'insulin', 'tiap', 'hari', 'kemarin', 'dapat', 'vaksin', 'astrazeneca', 'baik', 'baik', 'alhamdulillah']","['tenang', 'izinin', 'konsultasi', 'dokter', 'suaminya', 'manajer', 'gue', 'suntik', 'insulin', 'kemarin', 'vaksin', 'astrazeneca', 'alhamdulillah']","['tenang', 'izinin', 'konsultasi', 'dokter', 'suami', 'manajer', 'gue', 'suntik', 'insulin', 'kemarin', 'vaksin', 'astrazeneca', 'alhamdulillah']",12,positive,tenang izinin konsultasi dokter suami manajer gue suntik insulin kemarin vaksin astrazeneca alhamdulillah,0
Hamdalah kemaren vaksin 1 astrazeneca semoga vaksin ke dua tetap astraZENECA,Hamdalah kemaren vaksin astrazeneca semoga vaksin ke dua tetap astraZENECA,hamdalah kemaren vaksin astrazeneca semoga vaksin ke dua tetap astrazeneca,"['hamdalah', 'kemaren', 'vaksin', 'astrazeneca', 'semoga', 'vaksin', 'ke', 'dua', 'tetap', 'astrazeneca']","['hamdalah', 'kemarin', 'vaksin', 'astrazeneca', 'semoga', 'vaksin', 'ke', 'dua', 'tetap', 'astrazeneca']","['hamdalah', 'kemarin', 'vaksin', 'astrazeneca', 'semoga', 'vaksin', 'astrazeneca']","['hamdalah', 'kemarin', 'vaksin', 'astrazeneca', 'moga', 'vaksin', 'astrazeneca']",1,positive,hamdalah kemarin vaksin astrazeneca moga vaksin astrazeneca,0
Astrazeneca bagus kok. ini vaksin banyak dipakai di berbagai negara,Astrazeneca bagus kok ini vaksin banyak dipakai di berbagai negara,astrazeneca bagus kok ini vaksin banyak dipakai di berbagai negara,"['astrazeneca', 'bagus', 'kok', 'ini', 'vaksin', 'banyak', 'dipakai', 'di', 'berbagai', 'negara']","['astrazeneca', 'bagus', 'kok', 'ini', 'vaksin', 'banyak', 'dipakai', 'di', 'berbagai', 'negara']","['astrazeneca', 'bagus', 'vaksin', 'dipakai', 'negara']","['astrazeneca', 'bagus', 'vaksin', 'pakai', 'negara']",-2,negative,astrazeneca bagus vaksin pakai negara,1
"aku pake astrazeneca kak, udah selesai vaksin kedua. trs yg kedua malah gak sakit sama sekali hehe. yg penting badannya fit aja.",aku pake astrazeneca kak udah selesai vaksin kedua trs yg kedua malah gak sakit sama sekali hehe yg penting badannya fit aja ,aku pake astrazeneca kak udah selesai vaksin kedua trs yg kedua malah gak sakit sama sekali hehe yg penting badannya fit aja ,"['aku', 'pake', 'astrazeneca', 'kak', 'udah', 'selesai', 'vaksin', 'kedua', 'trs', 'yg', 'kedua', 'malah', 'gak', 'sakit', 'sama', 'sekali', 'hehe', 'yg', 'penting', 'badannya', 'fit', 'aja']","['aku', 'pakai', 'astrazeneca', 'kak', 'sudah', 'selesai', 'vaksin', 'kedua', 'terus', 'yang', 'kedua', 'malah', 'tidak', 'sakit', 'sama', 'sekali', 'hehe', 'yang', 'penting', 'badannya', 'sehat', 'saja']","['pakai', 'astrazeneca', 'kak', 'selesai', 'vaksin', 'sakit', 'badannya', 'sehat']","['pakai', 'astrazeneca', 'kak', 'selesai', 'vaksin', 'sakit', 'badan', 'sehat']",-7,negative,pakai astrazeneca kak selesai vaksin sakit badan sehat,1
"Fyi ya....ortu sy sdh vaksin sinovac gratis sejak maret, sy astrazeneca. Semua gratis mudah daftarnya. ",Fyi ya ortu sy sdh vaksin sinovac gratis sejak maret sy astrazeneca Semua gratis mudah daftarnya ,fyi ya ortu sy sdh vaksin sinovac gratis sejak maret sy astrazeneca semua gratis mudah daftarnya ,"['fyi', 'ya', 'ortu', 'sy', 'sdh', 'vaksin', 'sinovac', 'gratis', 'sejak', 'maret', 'sy', 'astrazeneca', 'semua', 'gratis', 'mudah', 'daftarnya']","['for your information', 'ya', 'orang tua', 'saya', 'sudah', 'vaksin', 'sinovac', 'gratis', 'sejak', 'maret', 'saya', 'astrazeneca', 'semua', 'gratis', 'mudah', 'daftarnya']","['for your information', 'orang tua', 'vaksin', 'sinovac', 'gratis', 'maret', 'astrazeneca', 'gratis', 'mudah', 'daftarnya']","['for your information', 'orang tua', 'vaksin', 'sinovac', 'gratis', 'maret', 'astrazeneca', 'gratis', 'mudah', 'daftar']",9,positive,for your information orang tua vaksin sinovac gratis maret astrazeneca gratis mudah daftar,0
"Saya baru tau sebabnya vaksin Astrazeneca lebih murah dari yg lain. 
",Saya baru tau sebabnya vaksin Astrazeneca lebih murah dari yg lain ,saya baru tau sebabnya vaksin astrazeneca lebih murah dari yg lain ,"['saya', 'baru', 'tau', 'sebabnya', 'vaksin', 'astrazeneca', 'lebih', 'murah', 'dari', 'yg', 'lain']","['saya', 'baru', 'tau', 'sebabnya', 'vaksin', 'astrazeneca', 'lebih', 'murah', 'dari', 'yang', 'lain']","['vaksin', 'astrazeneca', 'murah']","['vaksin', 'astrazeneca', 'murah']",1,positive,vaksin astrazeneca murah,0
"@Dennysiregar7 Ayo semangat buat vaksin, gue udah vaksin pake astrazeneca, wajar normal saja kalo cuma efek meriang sehari doang", Ayo semangat buat vaksin gue udah vaksin pake astrazeneca wajar normal saja kalo cuma efek meriang sehari doang, ayo semangat buat vaksin gue udah vaksin pake astrazeneca wajar normal saja kalo cuma efek meriang sehari doang,"['ayo', 'semangat', 'buat', 'vaksin', 'gue', 'udah', 'vaksin', 'pake', 'astrazeneca', 'wajar', 'normal', 'saja', 'kalo', 'cuma', 'efek', 'meriang', 'sehari', 'doang']","['ayo', 'semangat', 'buat', 'vaksin', 'gue', 'sudah', 'vaksin', 'pakai', 'astrazeneca', 'wajar', 'normal', 'saja', 'kalau', 'cuma', 'efek', 'meriang', 'sehari', 'doang']","['ayo', 'semangat', 'vaksin', 'gue', 'vaksin', 'pakai', 'astrazeneca', 'wajar', 'normal', 'efek', 'meriang', 'sehari', 'doang']","['ayo', 'semangat', 'vaksin', 'gue', 'vaksin', 'pakai', 'astrazeneca', 'wajar', 'normal', 'efek', 'meriang', 'hari', 'doang']",2,positive,ayo semangat vaksin gue vaksin pakai astrazeneca wajar normal efek meriang hari doang,0
bln depan saya vaksin ke 2.. pertama vaksin pakai astrazeneca.. bismillah semoga lancar..,bln depan saya vaksin ke pertama vaksin pakai astrazeneca bismillah semoga lancar ,bln depan saya vaksin ke pertama vaksin pakai astrazeneca bismillah semoga lancar ,"['bln', 'depan', 'saya', 'vaksin', 'ke', 'pertama', 'vaksin', 'pakai', 'astrazeneca', 'bismillah', 'semoga', 'lancar']","['bulan', 'depan', 'saya', 'vaksin', 'ke', 'pertama', 'vaksin', 'pakai', 'astrazeneca', 'bismillah', 'semoga', 'lancar']","['vaksin', 'vaksin', 'pakai', 'astrazeneca', 'bismillah', 'semoga', 'lancar']","['vaksin', 'vaksin', 'pakai', 'astrazeneca', 'bismillah', 'moga', 'lancar']",7,positive,vaksin vaksin pakai astrazeneca bismillah moga lancar,0
"Saya vaksin pertama , vaksin astrazeneca dari bulan Mei sampai sekarang aman2 aja ",Saya vaksin pertama vaksin astrazeneca dari bulan Mei sampai sekarang aman aja ,saya vaksin pertama vaksin astrazeneca dari bulan mei sampai sekarang aman aja ,"['saya', 'vaksin', 'pertama', 'vaksin', 'astrazeneca', 'dari', 'bulan', 'mei', 'sampai', 'sekarang', 'aman', 'aja']","['saya', 'vaksin', 'pertama', 'vaksin', 'astrazeneca', 'dari', 'bulan', 'mei', 'sampai', 'sekarang', 'aman', 'saja']","['vaksin', 'vaksin', 'astrazeneca', 'mei', 'aman']","['vaksin', 'vaksin', 'astrazeneca', 'mei', 'aman']",4,positive,vaksin vaksin astrazeneca mei aman,0
udah banyak pembahasan di internet berapa efektivitas tiap vaksin. Astrazeneca gratis.,udah banyak pembahasan di internet berapa efektivitas tiap vaksin Astrazeneca gratis ,udah banyak pembahasan di internet berapa efektivitas tiap vaksin astrazeneca gratis ,"['udah', 'banyak', 'pembahasan', 'di', 'internet', 'berapa', 'efektivitas', 'tiap', 'vaksin', 'astrazeneca', 'gratis']","['sudah', 'banyak', 'pembahasan', 'di', 'internet', 'berapa', 'efektivitas', 'tiap', 'vaksin', 'astrazeneca', 'gratis']","['pembahasan', 'internet', 'efektivitas', 'vaksin', 'astrazeneca', 'gratis']","['bahas', 'internet', 'efektivitas', 'vaksin', 'astrazeneca', 'gratis']",6,positive,bahas internet efektivitas vaksin astrazeneca gratis,0
Lah itu vaksin paling bagus astrazeneca,Lah itu vaksin paling bagus astrazeneca,lah itu vaksin paling bagus astrazeneca,"['lah', 'itu', 'vaksin', 'paling', 'bagus', 'astrazeneca']","['lah', 'itu', 'vaksin', 'paling', 'bagus', 'astrazeneca']","['vaksin', 'bagus', 'astrazeneca']","['vaksin', 'bagus', 'astrazeneca']",-2,negative,vaksin bagus astrazeneca,1
"Kalo blm vaksin dan di sekitar ada akses, silahkan cari AstraZeneca.",Kalo blm vaksin dan di sekitar ada akses silahkan cari AstraZeneca ,kalo blm vaksin dan di sekitar ada akses silahkan cari astrazeneca ,"['kalo', 'blm', 'vaksin', 'dan', 'di', 'sekitar', 'ada', 'akses', 'silahkan', 'cari', 'astrazeneca']","['kalau', 'belum', 'vaksin', 'dan', 'di', 'sekitar', 'ada', 'akses', 'silakan', 'cari', 'astrazeneca']","['vaksin', 'akses', 'silakan', 'cari', 'astrazeneca']","['vaksin', 'akses', 'sila', 'cari', 'astrazeneca']",-4,negative,vaksin akses sila cari astrazeneca,1
 @berlianidris @jokowi  Yang paling murah AstraZeneca., Yang paling murah AstraZeneca , yang paling murah astrazeneca ,"['yang', 'paling', 'murah', 'astrazeneca']","['yang', 'paling', 'murah', 'astrazeneca']","['murah', 'astrazeneca']","['murah', 'astrazeneca']",1,positive,murah astrazeneca,0
Saya waktu di vaksin pertama aja tensi saya 140. Pakai vaksin astrazeneca. Di beri parasetamol utk berjaga jaga Alhamdulillah sampai sekarang msh aman & sehat,Saya waktu di vaksin pertama aja tensi saya Pakai vaksin astrazeneca Di beri parasetamol utk berjaga jaga Alhamdulillah sampai sekarang msh aman sehat,saya waktu di vaksin pertama aja tensi saya pakai vaksin astrazeneca di beri parasetamol utk berjaga jaga alhamdulillah sampai sekarang msh aman sehat,"['saya', 'waktu', 'di', 'vaksin', 'pertama', 'aja', 'tensi', 'saya', 'pakai', 'vaksin', 'astrazeneca', 'di', 'beri', 'parasetamol', 'utk', 'berjaga', 'jaga', 'alhamdulillah', 'sampai', 'sekarang', 'msh', 'aman', 'sehat']","['saya', 'waktu', 'di', 'vaksin', 'pertama', 'saja', 'tensi', 'saya', 'pakai', 'vaksin', 'astrazeneca', 'di', 'beri', 'parasetamol', 'untuk', 'berjaga', 'jaga', 'alhamdulillah', 'sampai', 'sekarang', 'masih', 'aman', 'sehat']","['vaksin', 'tensi', 'pakai', 'vaksin', 'astrazeneca', 'parasetamol', 'berjaga', 'jaga', 'alhamdulillah', 'aman', 'sehat']","['vaksin', 'tensi', 'pakai', 'vaksin', 'astrazeneca', 'parasetamol', 'jaga', 'jaga', 'alhamdulillah', 'aman', 'sehat']",6,positive,vaksin tensi pakai vaksin astrazeneca parasetamol jaga jaga alhamdulillah aman sehat,0
"Saya sudah vaksin Astrazeneca, alhamdulillah tidak apa2. ",Saya sudah vaksin Astrazeneca alhamdulillah tidak apa ,saya sudah vaksin astrazeneca alhamdulillah tidak apa ,"['saya', 'sudah', 'vaksin', 'astrazeneca', 'alhamdulillah', 'tidak', 'apa']","['saya', 'sudah', 'vaksin', 'astrazeneca', 'alhamdulillah', 'tidak', 'apa']","['vaksin', 'astrazeneca', 'alhamdulillah']","['vaksin', 'astrazeneca', 'alhamdulillah']",5,positive,vaksin astrazeneca alhamdulillah,0
Saya pun sudah ambil vaksin astrazeneca . Alhamdulillah selamat,Saya pun sudah ambil vaksin astrazeneca Alhamdulillah selamat,saya pun sudah ambil vaksin astrazeneca alhamdulillah selamat,"['saya', 'pun', 'sudah', 'ambil', 'vaksin', 'astrazeneca', 'alhamdulillah', 'selamat']","['saya', 'pun', 'sudah', 'ambil', 'vaksin', 'astrazeneca', 'alhamdulillah', 'selamat']","['ambil', 'vaksin', 'astrazeneca', 'alhamdulillah', 'selamat']","['ambil', 'vaksin', 'astrazeneca', 'alhamdulillah', 'selamat']",5,positive,ambil vaksin astrazeneca alhamdulillah selamat,0
"Iya, puji Tuhan kmrn itu udah dapet vaksin AstraZeneca jd lebih kuat
Semoga segera dapat",Iya puji Tuhan kmrn itu udah dapet vaksin AstraZeneca jd lebih kuat Semoga segera dapat,iya puji tuhan kmrn itu udah dapet vaksin astrazeneca jd lebih kuat semoga segera dapat,"['iya', 'puji', 'tuhan', 'kmrn', 'itu', 'udah', 'dapet', 'vaksin', 'astrazeneca', 'jd', 'lebih', 'kuat', 'semoga', 'segera', 'dapat']","['iya', 'puji', 'tuhan', 'kemarin', 'itu', 'sudah', 'dapat', 'vaksin', 'astrazeneca', 'jadi', 'lebih', 'kuat', 'semoga', 'segera', 'dapat']","['iya', 'puji', 'tuhan', 'kemarin', 'vaksin', 'astrazeneca', 'kuat', 'semoga']","['iya', 'puji', 'tuhan', 'kemarin', 'vaksin', 'astrazeneca', 'kuat', 'moga']",7,positive,iya puji tuhan kemarin vaksin astrazeneca kuat moga,0
"Sip aman, soalnya denger2 vaksin juga jd pertimbangan yg bisa kluar masuk negara2 maju. Misal: Astrazeneca, Pfizer, Moderna, itu semua aman klo pake itu",Sip aman soalnya denger vaksin juga jd pertimbangan yg bisa kluar masuk negara maju Misal Astrazeneca Pfizer Moderna itu semua aman klo pake itu,sip aman soalnya denger vaksin juga jd pertimbangan yg bisa kluar masuk negara maju misal astrazeneca pfizer moderna itu semua aman klo pake itu,"['sip', 'aman', 'soalnya', 'denger', 'vaksin', 'juga', 'jd', 'pertimbangan', 'yg', 'bisa', 'kluar', 'masuk', 'negara', 'maju', 'misal', 'astrazeneca', 'pfizer', 'moderna', 'itu', 'semua', 'aman', 'klo', 'pake', 'itu']","['sip', 'aman', 'soalnya', 'dengar', 'vaksin', 'juga', 'jadi', 'pertimbangan', 'yang', 'bisa', 'keluar', 'masuk', 'negara', 'maju', 'misal', 'astrazeneca', 'pfizer', 'moderna', 'itu', 'semua', 'aman', 'kalau', 'pakai', 'itu']","['sip', 'aman', 'dengar', 'vaksin', 'pertimbangan', 'masuk', 'negara', 'maju', 'astrazeneca', 'pfizer', 'moderna', 'aman', 'pakai']","['sip', 'aman', 'dengar', 'vaksin', 'timbang', 'masuk', 'negara', 'maju', 'astrazeneca', 'pfizer', 'moderna', 'aman', 'pakai']",7,positive,sip aman dengar vaksin timbang masuk negara maju astrazeneca pfizer moderna aman pakai,0
Wow masyarakat di sana sangat beruntung. Kami sebagian besar mendapatkan Astrazeneca. Terima kasih atas informasinya.  Semoga kita semua dikaruniai kesehatan dan dilindungi Allah dari wabah ini.,Wow masyarakat di sana sangat beruntung Kami sebagian besar mendapatkan Astrazeneca Terima kasih atas informasinya Semoga kita semua dikaruniai kesehatan dan dilindungi Allah dari wabah ini ,wow masyarakat di sana sangat beruntung kami sebagian besar mendapatkan astrazeneca terima kasih atas informasinya semoga kita semua dikaruniai kesehatan dan dilindungi allah dari wabah ini ,"['wow', 'masyarakat', 'di', 'sana', 'sangat', 'beruntung', 'kami', 'sebagian', 'besar', 'mendapatkan', 'astrazeneca', 'terima', 'kasih', 'atas', 'informasinya', 'semoga', 'kita', 'semua', 'dikaruniai', 'kesehatan', 'dan', 'dilindungi', 'allah', 'dari', 'wabah', 'ini']","['wah', 'masyarakat', 'di', 'sana', 'sangat', 'beruntung', 'kami', 'sebagian', 'besar', 'mendapatkan', 'astrazeneca', 'terima', 'kasih', 'atas', 'informasinya', 'semoga', 'kita', 'semua', 'dikaruniai', 'kesehatan', 'dan', 'dilindungi', 'allah', 'dari', 'wabah', 'ini']","['masyarakat', 'beruntung', 'astrazeneca', 'terima', 'kasih', 'informasinya', 'semoga', 'dikaruniai', 'kesehatan', 'dilindungi', 'allah', 'wabah']","['masyarakat', 'untung', 'astrazeneca', 'terima', 'kasih', 'informasi', 'moga', 'karunia', 'sehat', 'lindung', 'allah', 'wabah']",16,positive,masyarakat untung astrazeneca terima kasih informasi moga karunia sehat lindung allah wabah,0
Alhamdulillah sudah vaksin astrazeneca dosis pertama,Alhamdulillah sudah vaksin astrazeneca dosis pertama,alhamdulillah sudah vaksin astrazeneca dosis pertama,"['alhamdulillah', 'sudah', 'vaksin', 'astrazeneca', 'dosis', 'pertama']","['alhamdulillah', 'sudah', 'vaksin', 'astrazeneca', 'dosis', 'pertama']","['alhamdulillah', 'vaksin', 'astrazeneca', 'dosis']","['alhamdulillah', 'vaksin', 'astrazeneca', 'dosis']",5,positive,alhamdulillah vaksin astrazeneca dosis,0
"iparku udah vaksin AstraZeneca eh positive Covid-19, mau vaksin merk apapun masih bs kena tp ga separah yg ga suntik vaksin, gitu aja",iparku udah vaksin AstraZeneca eh positive Covid mau vaksin merk apapun masih bs kena tp ga separah yg ga suntik vaksin gitu aja,iparku udah vaksin astrazeneca eh positive covid mau vaksin merk apapun masih bs kena tp ga separah yg ga suntik vaksin gitu aja,"['iparku', 'udah', 'vaksin', 'astrazeneca', 'eh', 'positive', 'covid', 'mau', 'vaksin', 'merk', 'apapun', 'masih', 'bs', 'kena', 'tp', 'ga', 'separah', 'yg', 'ga', 'suntik', 'vaksin', 'gitu', 'aja']","['iparku', 'sudah', 'vaksin', 'astrazeneca', 'eh', 'positif', 'covid', 'mau', 'vaksin', 'merek', 'apapun', 'masih', 'bisa', 'kena', 'tetapi', 'tidak', 'separah', 'yang', 'tidak', 'suntik', 'vaksin', 'begitu', 'saja']","['iparku', 'vaksin', 'astrazeneca', 'eh', 'positif', 'covid', 'vaksin', 'merek', 'apapun', 'kena', 'separah', 'suntik', 'vaksin']","['ipar', 'vaksin', 'astrazeneca', 'eh', 'positif', 'covid', 'vaksin', 'merek', 'apa', 'kena', 'parah', 'suntik', 'vaksin']",-7,negative,ipar vaksin astrazeneca eh positif covid vaksin merek apa kena parah suntik vaksin,1
"Aku vaksin sinovac, temen vaksin astrazeneca kita positive di waktu berdekatan dan untungnya gak parah sampai ngerasa sesak. Pure cuma demam beberapa hari dan kehilangan penciuman.",Aku vaksin sinovac temen vaksin astrazeneca kita positive di waktu berdekatan dan untungnya gak parah sampai ngerasa sesak Pure cuma demam beberapa hari dan kehilangan penciuman ,aku vaksin sinovac temen vaksin astrazeneca kita positive di waktu berdekatan dan untungnya gak parah sampai ngerasa sesak pure cuma demam beberapa hari dan kehilangan penciuman ,"['aku', 'vaksin', 'sinovac', 'temen', 'vaksin', 'astrazeneca', 'kita', 'positive', 'di', 'waktu', 'berdekatan', 'dan', 'untungnya', 'gak', 'parah', 'sampai', 'ngerasa', 'sesak', 'pure', 'cuma', 'demam', 'beberapa', 'hari', 'dan', 'kehilangan', 'penciuman']","['aku', 'vaksin', 'sinovac', 'teman', 'vaksin', 'astrazeneca', 'kita', 'positif', 'di', 'waktu', 'berdekatan', 'dan', 'untungnya', 'tidak', 'parah', 'sampai', 'merasa', 'sesak', 'pure', 'cuma', 'demam', 'beberapa', 'hari', 'dan', 'kehilangan', 'penciuman']","['vaksin', 'sinovac', 'teman', 'vaksin', 'astrazeneca', 'positif', 'berdekatan', 'untungnya', 'parah', 'sesak', 'pure', 'demam', 'kehilangan', 'penciuman']","['vaksin', 'sinovac', 'teman', 'vaksin', 'astrazeneca', 'positif', 'dekat', 'untung', 'parah', 'sesak', 'pure', 'demam', 'hilang', 'cium']",-6,negative,vaksin sinovac teman vaksin astrazeneca positif dekat untung parah sesak pure demam hilang cium,1
"Kalau sudah pernah positif Dan sudah sembuh, lebih baik pake vaksin active (astrazeneca).",Kalau sudah pernah positif Dan sudah sembuh lebih baik pake vaksin active astrazeneca ,kalau sudah pernah positif dan sudah sembuh lebih baik pake vaksin active astrazeneca ,"['kalau', 'sudah', 'pernah', 'positif', 'dan', 'sudah', 'sembuh', 'lebih', 'baik', 'pake', 'vaksin', 'active', 'astrazeneca']","['kalau', 'sudah', 'pernah', 'positif', 'dan', 'sudah', 'sembuh', 'lebih', 'baik', 'pakai', 'vaksin', 'aktif', 'astrazeneca']","['positif', 'sembuh', 'pakai', 'vaksin', 'aktif', 'astrazeneca']","['positif', 'sembuh', 'pakai', 'vaksin', 'aktif', 'astrazeneca']",7,positive,positif sembuh pakai vaksin aktif astrazeneca,0
"Mending AstraZeneca, karena efektivitasnya lebih tinggi jadi pilih yg lebih tinggi aja deh",Mending AstraZeneca karena efektivitasnya lebih tinggi jadi pilih yg lebih tinggi aja deh,mending astrazeneca karena efektivitasnya lebih tinggi jadi pilih yg lebih tinggi aja deh,"['mending', 'astrazeneca', 'karena', 'efektivitasnya', 'lebih', 'tinggi', 'jadi', 'pilih', 'yg', 'lebih', 'tinggi', 'aja', 'deh']","['mending', 'astrazeneca', 'karena', 'efektivitasnya', 'lebih', 'tinggi', 'jadi', 'pilih', 'yang', 'lebih', 'tinggi', 'saja', 'deh']","['mending', 'astrazeneca', 'efektivitasnya', 'pilih', 'deh']","['mending', 'astrazeneca', 'efektivitas', 'pilih', 'deh']",-3,negative,mending astrazeneca efektivitas pilih deh,1
@Jogja_Uncover Sudah dong Juni lalu pake Vaksin AstraZeneca asal Inggris.. Segeralah vaksin untuk meningkatkan imun tubuh dan jika terpapar tidak alami keburukan kesehatan.., Sudah dong Juni lalu pake Vaksin AstraZeneca asal Inggris Segeralah vaksin untuk meningkatkan imun tubuh dan jika terpapar tidak alami keburukan kesehatan , sudah dong juni lalu pake vaksin astrazeneca asal inggris segeralah vaksin untuk meningkatkan imun tubuh dan jika terpapar tidak alami keburukan kesehatan ,"['sudah', 'dong', 'juni', 'lalu', 'pake', 'vaksin', 'astrazeneca', 'asal', 'inggris', 'segeralah', 'vaksin', 'untuk', 'meningkatkan', 'imun', 'tubuh', 'dan', 'jika', 'terpapar', 'tidak', 'alami', 'keburukan', 'kesehatan']","['sudah', 'dong', 'juni', 'lalu', 'pakai', 'vaksin', 'astrazeneca', 'asal', 'inggris', 'segeralah', 'vaksin', 'untuk', 'meningkatkan', 'imun', 'tubuh', 'dan', 'jika', 'terpapar', 'tidak', 'alami', 'keburukan', 'kesehatan']","['juni', 'pakai', 'vaksin', 'astrazeneca', 'inggris', 'segeralah', 'vaksin', 'meningkatkan', 'imun', 'tubuh', 'terpapar', 'alami', 'keburukan', 'kesehatan']","['juni', 'pakai', 'vaksin', 'astrazeneca', 'inggris', 'segera', 'vaksin', 'tingkat', 'imun', 'tubuh', 'papar', 'alami', 'keburu', 'sehat']",-9,negative,juni pakai vaksin astrazeneca inggris segera vaksin tingkat imun tubuh papar alami keburu sehat,1
